properties.InterZone,x,y
S02002088,-3.313778950591865,57.65476561469679
S02002089,-3.3198289034700514,57.660091709278944
S02002090,-3.286488236660351,57.71925367011104
S02002091,-3.3001035173806965,57.71562532235587
S02002092,-3.378076926894406,57.695882900127394
S02002093,-3.4619409877556278,57.61376894629104
S02002094,-3.5998110917419366,57.624479566030566
S02002095,-3.62459008433833,57.60355455178661
S02002096,-3.5798957588417735,57.54156424854829
S02002097,-5.237536505664853,55.571627770761516
S02002098,-4.614379779758045,55.630630981765044
S02002099,-4.648282324162556,55.603252895924264
S02002100,-4.622412368880168,55.60808465985803
S02002101,-4.625570600993319,55.61324826218973
S02002102,-4.627781645011789,55.61710059440855
S02002103,-4.641210071480834,55.62342973556022
S02002104,-4.631763246223689,55.632360224950624
S02002105,-4.670248831461858,55.6340290675387
S02002106,-4.665196520576751,55.62617147635215
S02002107,-4.654482285239473,55.621615212157785
S02002108,-4.667290010719766,55.61881548920201
S02002109,-4.677684133561946,55.6092632122243
S02002110,-4.727813278338326,55.63067361795932
S02002111,-4.78332491574674,55.63659838444431
S02002112,-4.808107191528234,55.64321439313555
S02002113,-4.8153187999745235,55.65142371820778
S02002114,-4.803441792209829,55.65356236126131
S02002115,-4.791448598246755,55.64319889859995
S02002116,-4.782705257653916,55.646917510611416
S02002117,-4.7602246365128735,55.63979585405852
S02002118,-4.7451542622731155,55.646097784836066
S02002119,-4.716768045609843,55.656836730805466
S02002120,-4.717273217742056,55.648800275600394
S02002121,-4.693184927128616,55.64853417952895
S02002122,-4.701668909250381,55.657373596920685
S02002123,-4.664206718401907,55.69670286481148
S02002124,-4.726038051975621,55.709281486108885
S02002125,-4.810311321341686,55.69894034049325
S02002126,-4.857544028726694,55.69103584317387
S02002127,-4.859803191614227,55.78807079723961
S02002128,-4.919987029590947,55.76746593499444
S02002129,-4.867759619524215,55.8049329631335
S02002130,-4.7800924035516195,55.789910900683786
S02002131,-4.685296562148813,55.757438912910374
S02002132,-4.682380176856266,55.744897651024154
S02002133,-4.648032781626002,55.74803891321372
S02002134,-4.59653111282493,55.74062498623694
S02002135,-3.937896438008717,55.75897950400067
S02002136,-3.947094873887523,55.76824571821822
S02002137,-3.960723051804816,55.773152200621205
S02002138,-3.979748799844439,55.779189488579476
S02002139,-3.9486052524643296,55.77780970581895
S02002140,-3.9276462616954713,55.76972641759481
S02002141,-3.9125812867657364,55.769992379739186
S02002142,-3.91630830034036,55.77924671762132
S02002143,-3.9106247638876854,55.789386987208964
S02002144,-3.8970037809787046,55.7808592443535
S02002145,-3.8753396677151115,55.78550689533783
S02002146,-3.850627111464136,55.797876078963164
S02002147,-3.8056844285902276,55.82205117447107
S02002148,-3.7832145061318467,55.815974021703255
S02002149,-3.8325928038386845,55.83300687096085
S02002150,-3.9398197204156427,55.795157793093146
S02002151,-3.936814788084319,55.82040332041382
S02002152,-3.956773178256284,55.810802416470395
S02002153,-3.9823452924958938,55.81113321638932
S02002154,-3.968965716214814,55.80538593081724
S02002155,-3.9849307139151415,55.792586827585765
S02002156,-4.003463443902741,55.78536418493262
S02002157,-4.009339986460214,55.79245248587903
S02002158,-4.010061260666075,55.79796299842855
S02002159,-4.018652182512943,55.80012378111677
S02002160,-3.980004435798611,55.82744746290586
S02002161,-4.006174077814461,55.814781481327515
S02002162,-4.027009544508734,55.80992572991377
S02002163,-4.025104621918296,55.81697275110331
S02002164,-4.009785419070805,55.828952751877246
S02002165,-4.027210103428324,55.82446818555122
S02002166,-4.051111693227057,55.82393338038096
S02002167,-4.043734827117296,55.83645991346204
S02002168,-4.080299564737004,55.83927253539062
S02002169,-4.06860451267617,55.853419085545745
S02002170,-4.036398335833962,55.84665521200496
S02002171,-4.032103297541522,55.85226229074666
S02002172,-4.044715476266078,55.85853600171748
S02002173,-4.034442947710668,55.860744902749346
S02002174,-4.049552964640647,55.872772214831514
S02002175,-4.026304717997924,55.86820363722492
S02002176,-4.013642073095795,55.859275313516726
S02002177,-4.014138996013065,55.84697103552586
S02002178,-4.0017750178734515,55.84813291859332
S02002179,-3.9750042185298753,55.84788574306574
S02002180,-3.953567407059157,55.84069012557388
S02002181,-3.947380726567564,55.843809989852915
S02002182,-3.943972011745406,55.864205332684854
S02002183,-3.95766987315948,55.85882761501506
S02002184,-3.9706147739784674,55.861439627094995
S02002185,-3.980751549111618,55.85712537803374
S02002186,-3.995003852864808,55.86345122326121
S02002187,-3.9863580650807156,55.874785968804524
S02002188,-3.97313162361214,55.873535843669615
S02002189,-3.953798057155098,55.87018670973975
S02002190,-3.8488966293531774,55.884913724999485
S02002191,-3.9617136192982625,55.903252558508825
S02002192,-4.052096180250207,55.89718936283512
S02002193,-4.143585312867844,55.88696537566726
S02002194,-4.141103452239266,55.90572095057521
S02002195,-4.106382171373421,55.900494078560314
S02002196,-4.092082741955104,55.91236624242915
S02002197,-4.06745173443362,55.9190471319811
S02002198,-4.036192439499942,55.93788361884535
S02002199,-4.020542137733337,55.934583081743064
S02002200,-3.9336536829604056,55.94561838239087
S02002201,-3.994208329688298,55.942232995607476
S02002202,-3.9894546494050727,55.94820941762456
S02002203,-3.972588888390002,55.953452197325134
S02002204,-3.9557375194346047,55.95565253026684
S02002205,-3.9487557897486516,55.96338333174196
S02002206,-3.9665489364590583,55.96641193239695
S02002207,-4.0000195584220215,55.96002841463757
S02002208,-4.015217289581234,55.953987155281496
S02002209,-4.021173201378309,55.947466452019576
S02002210,-4.0316960559909045,55.98900410045745
S02002211,-4.062128329786794,55.97471539377167
S02002212,-4.101953604754441,55.98767543603662
S02002213,-3.2676984171310703,58.997621724698405
S02002214,-3.1643963649463225,59.038039751848075
S02002215,-2.889597753104926,58.94746899424375
S02002216,-2.962030605853677,58.97778585854597
S02002217,-2.9500449661066495,58.981346077683476
S02002218,-3.29484775363737,58.85185805809304
S02002219,-3.433229389479559,56.18213639123354
S02002220,-3.4283566458251764,56.20726227402704
S02002221,-3.5563711071398747,56.2222301039124
S02002222,-3.824729156819358,56.2763926161902
S02002223,-3.7093518297081935,56.295120209901846
S02002224,-4.001572992056361,56.37867972946844
S02002225,-3.8415166820921773,56.37678780395887
S02002226,-3.8412503995406935,56.36955254082304
S02002227,-3.6361363098470982,56.37237150378046
S02002228,-3.5036477902886514,56.312236027704685
S02002229,-3.3729473160653667,56.32285034799815
S02002230,-3.435606177699778,56.38361868829631
S02002231,-3.4504705920073917,56.394592631544214
S02002232,-3.471274497184046,56.39188932420909
S02002233,-3.48124216287941,56.40392206301456
S02002234,-3.470926574131004,56.402578128827464
S02002235,-3.4646644449932906,56.4136383858279
S02002236,-3.4396988821523093,56.429818062056206
S02002237,-3.4428975443732868,56.40774620968135
S02002238,-3.4358590029965224,56.40178309839485
S02002239,-3.4333249910261134,56.39327631474761
S02002240,-3.4016858401827923,56.3920056737479
S02002241,-3.3876681741351087,56.40794295610023
S02002242,-3.3372196435203976,56.43445373737872
S02002243,-3.204752430787702,56.41887932075354
S02002244,-3.178939460748831,56.46562850809941
S02002245,-3.2596589412063097,56.536589082096214
S02002246,-3.256922365152486,56.63905741267662
S02002247,-3.608693598282332,56.76354280751306
S02002248,-3.33229222857084,56.5972750843688
S02002249,-3.3354924219591826,56.58298435243765
S02002250,-3.467315038506497,56.52184744087434
S02002251,-3.6413715806369837,56.51285515784818
S02002252,-3.6665155724808813,56.6591851977489
S02002253,-4.16838790996044,56.65998049993532
S02002254,-4.627565862354158,55.79647611799411
S02002255,-4.599793091844969,55.8080749133635
S02002256,-4.5459284889550435,55.87537046848877
S02002257,-4.5476578021689225,55.83437669821672
S02002258,-4.529613517426634,55.8219691494768
S02002259,-4.52513198414552,55.83138895490021
S02002260,-4.496707632355398,55.83906904170905
S02002261,-4.505194467780062,55.828947784663114
S02002262,-4.478789283430782,55.84037082903119
S02002263,-4.451672647658119,55.84828786515519
S02002264,-4.4467085459268905,55.8423633381091
S02002265,-4.457186781556602,55.83477797401401
S02002266,-4.468276455241753,55.822543802483985
S02002267,-4.4496360727504385,55.82793088817042
S02002268,-4.439518226799605,55.82082916626133
S02002269,-4.427644095463777,55.82309304542298
S02002270,-4.433786947547459,55.832789714002764
S02002271,-4.417038302346743,55.829451224997705
S02002272,-4.3950874160438484,55.83015044340821
S02002273,-4.403977226809474,55.837367603530616
S02002274,-4.424173158069119,55.84253203113273
S02002275,-4.397967721302323,55.849841734253545
S02002276,-4.382453229958931,55.84573382506804
S02002277,-4.410087479563077,55.85685016247469
S02002278,-4.42924361661387,55.86381261400287
S02002279,-4.406639899819961,55.87084779044147
S02002280,-4.396166377062299,55.866256469052814
S02002281,-4.382087818693567,55.87125842729709
S02002282,-4.37973060574025,55.87132197680825
S02002283,-4.426051774767904,55.89157258569566
S02002284,-4.450121709690684,55.898339454157885
S02002285,-4.467764409445325,55.90447632385806
S02002286,-4.50191240090279,55.90769733315306
S02002287,-4.4946390689918445,55.84798658504751
S02002288,-4.508174046114011,55.85116892200722
S02002289,-4.529461684467606,55.860316008853005
S02002290,-4.544615967456707,55.865110586999464
S02002291,-4.595488568330845,55.85238034390727
S02002292,-3.345910332534928,55.62332321235108
S02002293,-3.1877339513922065,55.65376702784614
S02002294,-3.1872480953562294,55.64520995323094
S02002295,-3.0528589620769733,55.62565917390009
S02002296,-2.8597130209246897,55.68987742706925
S02002297,-2.8189800129177627,55.62182774455561
S02002298,-2.816389709136119,55.61455896685383
S02002299,-2.8128168763221213,55.60245255833455
S02002300,-2.7752063831484515,55.611578529185785
S02002301,-2.735394131688558,55.60254387795528
S02002302,-2.743096105392187,55.74949954791625
S02002303,-2.478479064505401,55.76539888210316
S02002304,-2.341081371725938,55.772144613778444
S02002305,-2.252528208625187,55.87934589158666
S02002306,-2.096167708252113,55.87028004701234
S02002307,-2.2201686064683286,55.78573173894494
S02002308,-2.259890438280106,55.684109771540776
S02002309,-2.3640145587592447,55.541617345449126
S02002310,-2.434023508171096,55.606521354842634
S02002311,-2.4273577606226504,55.60237720738681
S02002312,-2.502845860501201,55.46077413859944
S02002313,-2.622135090950852,55.573894384604344
S02002314,-2.5497857828887334,55.47822700019722
S02002315,-2.798164416193886,55.32862304067511
S02002316,-2.7692545884568704,55.43491423243304
S02002317,-2.7779952665687433,55.42525634415571
S02002318,-2.8001127122721865,55.417876486188426
S02002319,-2.7870973161950894,55.43079224793628
S02002320,-2.9860879100757947,55.49983626740103
S02002321,-2.8431412789140444,55.55078623644333
S02002322,-1.2849694292666956,59.99034188245411
S02002323,-1.2203804971324923,60.12477073856648
S02002324,-1.0943767346064885,60.148037550703336
S02002325,-1.2387396464210618,60.19487938862847
S02002326,-1.3822648153429753,60.277097369690324
S02002327,-1.3643878426002938,60.468273985499586
S02002328,-1.0935689845903946,60.60616258726766
S02002329,-4.763400396427682,55.176461880248006
S02002330,-4.851443044790095,55.23409523504508
S02002331,-4.853290708699358,55.240792218533414
S02002332,-4.695153248079819,55.3578374131214
S02002333,-4.582508279825337,55.33163047873997
S02002334,-4.5252816935451285,55.441986197281
S02002335,-4.637848331532301,55.431804842846574
S02002336,-4.607942085467761,55.44335808016922
S02002337,-4.623778234387086,55.44573222057322
S02002338,-4.606846782937588,55.45471069297767
S02002339,-4.6346320060594435,55.45780113242506
S02002340,-4.627703925036156,55.469763504745416
S02002341,-4.6081013539517395,55.46095787634618
S02002342,-4.593657185653031,55.47068593771675
S02002343,-4.607359606502352,55.47148728790811
S02002344,-4.618725052376325,55.47953687802812
S02002345,-4.603764859181611,55.48139273180105
S02002346,-4.616597403725997,55.494374447738636
S02002347,-4.602788413154452,55.49592073824744
S02002348,-4.578459117135383,55.5095559803168
S02002349,-4.478726508382718,55.519009952496624
S02002350,-4.57418946822227,55.56140268649848
S02002351,-4.642444890083723,55.555423277344474
S02002352,-4.655037056601684,55.55572632686201
S02002353,-4.641187571031494,55.53105297706895
S02002354,-3.718048635106299,55.48208825623213
S02002355,-3.5349102444351486,55.65654871742168
S02002356,-3.6478042827426664,55.69516628164712
S02002357,-3.6578308676830713,55.75755178167301
S02002358,-3.850314397035644,55.750230675682246
S02002359,-3.847181765705367,55.735237161608865
S02002360,-3.836825219875431,55.73994347794052
S02002361,-3.8239057929687905,55.731300394440105
S02002362,-3.8355844483040915,55.72879778193968
S02002363,-3.79778435153523,55.725818341251255
S02002364,-3.7821878733355843,55.677278616810476
S02002365,-3.7685534741300555,55.677980560131815
S02002366,-3.7587215729022936,55.65974134803349
S02002367,-3.838840156242462,55.660788437744166
S02002368,-3.8239269205578057,55.57534333823354
S02002369,-3.8868340673297355,55.63892824339063
S02002370,-3.921133236912705,55.66989301192928
S02002371,-3.9386954557412306,55.720222384284824
S02002372,-3.9759816012514357,55.746917291599416
S02002373,-3.9832658047580245,55.73245082680365
S02002374,-3.9603627363461995,55.73221998323287
S02002375,-3.9649910958915737,55.72336028928047
S02002376,-3.9930730453545804,55.67659599829322
S02002377,-4.0644700755721646,55.67103258110855
S02002378,-4.059407825098616,55.68316977259803
S02002379,-4.067023508326819,55.63021382397113
S02002380,-4.025678708213556,55.72698245250391
S02002381,-4.0430140487809,55.75355059237753
S02002382,-4.044062503069026,55.759805345796295
S02002383,-4.036581417577288,55.76813024141042
S02002384,-4.0359248562422225,55.77556774329096
S02002385,-4.049229069694807,55.76940501573413
S02002386,-4.0543803668185365,55.7624041972443
S02002387,-4.059468067862812,55.758834826769544
S02002388,-4.085411841564621,55.75088496063114
S02002389,-4.083030304780774,55.76703602926288
S02002390,-4.084776062146156,55.77361157706678
S02002391,-4.099333136830575,55.78261538068736
S02002392,-4.099380053199198,55.79315653511071
S02002393,-4.104614301620186,55.80392950170593
S02002394,-4.0905026447817185,55.797888793911284
S02002395,-4.079207260293728,55.78762821777086
S02002396,-4.071840123318649,55.77764900394028
S02002397,-4.0620770329253135,55.77372061701629
S02002398,-4.058969692201788,55.788014121468585
S02002399,-4.067091061317722,55.80560766984042
S02002400,-4.067356041651453,55.809733797956916
S02002401,-4.082263014247546,55.8184505550126
S02002402,-4.117902496802484,55.81937105194053
S02002403,-4.147674082592201,55.820908766007655
S02002404,-4.152543099489157,55.812392934322446
S02002405,-4.171421930980608,55.809179888211936
S02002406,-4.1723345217495655,55.81697829822652
S02002407,-4.192990816902018,55.822238521267536
S02002408,-4.1942011974738005,55.83091167446396
S02002409,-4.2192828744880995,55.82936202332582
S02002410,-4.224940234149504,55.82599349193415
S02002411,-4.2254545258504015,55.82025411130881
S02002412,-4.216848172830263,55.81469730348834
S02002413,-4.196994534012582,55.81709358542997
S02002414,-4.1957222053029435,55.8112979754764
S02002415,-4.198412452728806,55.80600969872212
S02002416,-4.172289532533784,55.75029486245632
S02002417,-4.140668973178157,55.777062412060566
S02002418,-4.150183466773267,55.77404405259103
S02002419,-4.1662633660351425,55.771462299057916
S02002420,-4.14823763256967,55.765389150756015
S02002421,-4.161391604479322,55.75966319190373
S02002422,-4.175015605971791,55.76787967374838
S02002423,-4.185719428143154,55.76390613173916
S02002424,-4.188575609803337,55.77290299764721
S02002425,-4.213822622140815,55.7707051355713
S02002426,-4.252313650502256,55.76231723848793
S02002427,-4.216466493993327,55.75778491387158
S02002428,-4.2205710990426635,55.74865748517176
S02002429,-4.206643009805031,55.74093320205766
S02002430,-4.188514360350211,55.74579080276898
S02002431,-4.203324014623124,55.747456495491264
S02002432,-4.200931717660637,55.75303467456143
S02002433,-4.19908526798473,55.76018544271401
S02002434,-4.182465727155001,55.756236514720996
S02002435,-4.168824597661855,55.748869822755594
S02002436,-4.402408668332101,56.031896873504685
S02002437,-4.367757345109497,56.09798416255626
S02002438,-4.189293572022643,56.08208598191805
S02002439,-4.044168403959931,56.08225252662507
S02002440,-3.92363905835921,56.070657295961325
S02002441,-3.867513743642883,56.08002123507373
S02002442,-3.8728446059537647,56.10467901239492
S02002443,-3.9095210384913095,56.0898337949927
S02002444,-3.9244371838446073,56.09154650805836
S02002445,-3.924307413431845,56.09924917133015
S02002446,-3.943303736500611,56.0937551853333
S02002447,-3.9425981282101836,56.1099083823193
S02002448,-3.9178331247625997,56.1136957670798
S02002449,-3.940934730055329,56.12172749484788
S02002450,-3.9535419709375286,56.13069737047977
S02002451,-3.9427328847039047,56.134414001161126
S02002452,-3.9289840764285735,56.1373017545566
S02002453,-3.96211987420669,56.15249646121892
S02002454,-3.901976010863499,56.150179284614865
S02002455,-3.9303058673488995,56.20552862309245
S02002456,-3.9735189746314874,56.1865965305837
S02002457,-4.1665548688613825,56.187232231439985
S02002458,-4.323985706545116,56.254030162521
S02002459,-4.512374362836919,56.349825994355605
S02002460,-4.390204396116533,55.8961845063153
S02002461,-4.416127963085129,55.904965198062264
S02002462,-4.391595044844857,55.906839957111885
S02002463,-4.411640965823254,55.913867863066955
S02002464,-4.406514077227676,55.91945015329708
S02002465,-4.393044413580933,55.92420294826276
S02002466,-4.427864157289725,55.94820163178553
S02002467,-4.429456066509238,55.91628858241868
S02002468,-4.452814709341263,55.922144083096995
S02002469,-4.4961093212847345,55.96687170767389
S02002470,-4.55143295422964,55.95355211735388
S02002471,-4.5552458383584735,55.94348902118439
S02002472,-4.58822224848689,55.945609704232496
S02002473,-4.605296512595376,55.98343759563303
S02002474,-4.53014409933599,55.99568320449489
S02002475,-4.574214519598533,55.989858566214856
S02002476,-4.585758541428229,55.99905855211795
S02002477,-4.538829722188491,56.03300229944782
S02002478,-3.7034287139465447,55.82747060709757
S02002479,-3.6045889922611587,55.82409027269955
S02002480,-3.5634297028809385,55.854585251754536
S02002481,-3.5495373543099653,55.87169565434633
S02002482,-3.5037476400013645,55.86982337086697
S02002483,-3.50695247701945,55.882027052220884
S02002484,-3.462379775570647,55.83408339861571
S02002485,-3.4333483116771952,55.89756041779196
S02002486,-3.4814854406256823,55.9140772027112
S02002487,-3.495781564561894,55.89733447872552
S02002488,-3.5150717972811267,55.891475728975486
S02002489,-3.5427556173373973,55.8896794618298
S02002490,-3.5213520296798833,55.89913508205834
S02002491,-3.527979427491423,55.90643848296736
S02002492,-3.566430448854769,55.90369483919026
S02002493,-3.56162098119401,55.900609958274444
S02002494,-3.5867126127779945,55.89629892271911
S02002495,-3.6010777832660157,55.876716159738116
S02002496,-3.6249905782124805,55.86936768970238
S02002497,-3.6596989160738183,55.85027427201233
S02002498,-3.6916956200612874,55.8649988754987
S02002499,-3.7146231854162868,55.8590866361048
S02002500,-3.6937882068921466,55.90782218330127
S02002501,-3.693009678282114,55.8932851043958
S02002502,-3.6508558682210577,55.88518259837922
S02002503,-3.6106477693823855,55.89905033900941
S02002504,-3.6372783900669785,55.90175378120068
S02002505,-3.6624124329995804,55.91048567784461
S02002506,-3.7389271888872697,55.90867674336625
S02002507,-3.606220227417931,55.9457637587304
S02002508,-3.6174323203022514,55.97780105848646
S02002509,-3.5942130360673548,55.98581503469669
S02002510,-3.491664003219075,55.97500773279254
S02002511,-3.4740457166010894,55.94309375272257
S02002512,-3.532910250611804,55.93417752748061
S02002513,-3.479453578623995,55.930954290731776
S02002514,-3.4526405734736887,55.93148964740531